,y_test,prediction
2359,897.4984,3744.2659
7359,3900.9222,2009.7145
3464,1414.1592,3669.4373
1563,1898.8616,921.8244
326,994.7052,2733.6748
3037,894.8352,1107.4509
1140,1637.868,1758.4252
5336,3089.9778,4174.731
834,5443.5808,2971.8926
4135,3605.307,2970.3792
4864,4029.4216,1977.0886
5281,6021.4952,3510.8616
3771,862.8768,536.7254
4063,1722.4246,3508.9165
7280,1743.0644,1627.6777
2796,171.7764,221.98479
980,3547.3824,2512.333
7947,1556.6404,3666.7031
2401,370.1848,545.4941
7364,3894.93,2545.2808
8522,765.67,1150.6627
1509,3078.6592,2954.8486
2891,6114.7072,2979.222
2587,4517.453,3078.6973
4976,3630.6074,2980.2332
7274,1627.881,1647.9119
7283,3848.324,3768.1646
4662,2342.9502,1588.655
8434,4332.3606,2711.304
3284,428.7752,1635.215
7971,1267.6832,1436.7896
593,587.2356,679.4914
226,2956.152,2029.8497
4140,534.6374,721.0985
7050,3628.61,2559.4163
1363,6165.9738,6112.1685
4764,2756.412,2706.3738
7136,2496.75,1474.3505
533,3299.7048,2615.8994
5332,101.2016,256.03555
4095,986.7156,3290.0142
7858,188.4214,523.87366
6983,357.5346,282.17477
2385,4101.328,1483.0258
5246,1245.046,1933.5814
5532,2609.936,1500.1433
7235,627.1836,1616.2507
8245,7549.5062,4058.0518
1499,2577.9776,2687.876
6707,4681.9056,2979.5632
5810,1039.9796,720.5539
7478,788.973,582.7307
2290,2227.101,2358.8416
6569,7105.4176,4033.8242
685,5954.2494,5186.596
1837,2759.0752,3060.021
3932,1145.176,780.96783
6329,1351.574,1581.3223
4196,852.224,1631.1821
3100,109.1912,277.292
5483,524.6504,1791.4005
1156,708.4112,1655.8062
4941,162.4552,213.00558
3212,181.0976,709.64136
6694,1105.228,1755.2743
6055,3504.1054,2975.9065
4410,6636.6944,6244.027
2667,1724.422,719.1151
8140,623.1888,741.24225
6425,463.3968,388.64926
8180,3174.5344,3029.7092
6611,223.7088,178.81061
7155,1581.9408,1478.9261
8190,1304.968,2541.249
5413,6474.2392,4044.2427
5964,988.0472,2051.0913
7202,4225.1668,3658.819
7760,176.437,375.5313
1813,3681.874,4035.9963
2377,5141.3076,2971.7688
5010,2596.62,1591.9952
4536,652.484,696.85474
7873,103.199,267.17252
8241,73.238,173.03577
3850,1464.76,2545.2808
1986,1402.1748,2543.3127
1590,435.4332,544.1697
687,121.8414,231.19646
979,1277.0044,2551.0925
2516,7590.12,2970.3792
6381,575.2512,1600.1364
8102,1789.6704,2015.3182
8340,5296.439,2497.2913
2303,5660.6316,3967.4731
6875,311.5944,425.12933
5511,4656.6052,2958.9736
1413,1304.968,1594.6016
2817,243.6828,695.222
3260,942.7728,2540.4382
7320,3535.398,2970.7202
6098,2804.3496,3943.0056
2122,717.0666,543.5991
5495,777.6544,710.79926
5879,4595.3516,3929.253
8231,2693.8268,2593.2744
3595,5331.7264,3763.9592
409,3195.84,3484.659
930,743.0328,917.91486
3743,1677.1502,2545.3896
2805,3302.368,2833.4346
4759,1304.968,1013.5263
949,2133.2232,2904.1055
7001,3799.0548,3964.1223
2990,1230.3984,2493.964
6890,1537.998,2493.964
32,3068.0064,3327.9504
983,1223.0746,1514.3688
1765,3547.3824,5664.1396
1888,2984.1156,1758.5133
6074,1583.9382,2007.738
7367,4068.7038,2813.937
6925,3047.3666,3460.7214
3402,2580.6408,2388.6033
311,527.3136,914.0014
6631,442.757,216.18579
1282,1480.0734,2761.3733
65,184.4266,491.98163
7577,2163.1842,1935.1144
5867,439.428,1476.9156
2267,3338.987,2979.552
3623,2972.1312,2485.7917
4855,3934.878,4188.8516
7099,1823.6262,2738.2605
6816,2395.5484,2868.9026
4230,3369.6138,2619.1912
2847,1669.8264,1480.0521
3090,2541.3586,4033.8242
6500,1970.768,1586.5844
5858,1369.5506,2001.0851
5829,2687.8346,3275.1902
4459,4427.57,2898.0317
3955,2931.5174,2550.8303
2930,2820.9946,2548.9297
7262,4380.964,3967.6577
514,729.051,702.35535
3551,2352.9372,919.0961
5189,2700.4848,3615.4097
4631,3083.9856,5888.2197
1060,5390.3168,2826.7776
3439,1757.712,1431.632
6616,2111.9176,2684.0393
3270,1150.5024,2024.9711
1277,874.8612,720.5539
7120,567.2616,1430.0145
3954,2693.8268,2975.7827
700,1298.31,1249.7495
1467,6064.1064,5493.773
176,1010.6844,1531.3009
536,2210.456,4024.473
3735,1162.4868,2837.2417
6276,3884.943,3964.7422
2175,755.0172,2039.9757
5631,441.4254,675.04803
347,3307.6944,2973.639
1615,3511.4292,2970.8157
2664,291.6204,721.0985
2090,564.5984,678.8122
2975,2025.3636,3988.1255
4304,865.54,678.00134
5486,3946.8624,2708.863
4612,527.3136,648.1644
4874,498.0184,553.1654
3449,1964.7758,2503.0535
1480,1188.453,2853.2722
3705,1235.059,2898.0317
3833,1957.452,2455.3645
4842,3036.048,2026.6967
7751,1263.6884,1443.0273
1917,2253.0672,2025.7086
7062,2475.4444,2984.6257
29,125.8362,101.88588
7401,1640.5312,922.77875
2262,1922.8304,1610.1086
8266,269.649,848.5302
8373,2051.9956,2479.2166
6269,4436.8912,4071.2778
6420,6056.1168,3710.0247
2579,1584.604,1540.2527
2092,151.8024,433.67474
6441,1341.587,1629.7528
3754,2886.243,2838.0586
7631,495.3552,694.49963
1326,3358.2952,4034.146
6032,1511.366,2514.9788
7487,4065.3748,2600.2253
4136,262.991,589.10834
1526,1258.362,1480.1488
5053,2940.1728,2562.682
202,1701.7848,2025.0494
1578,372.848,571.9128
6535,4165.2448,2964.3748
1425,251.6724,684.5181
6377,587.2356,1590.1027
4576,1955.4546,2903.4521
6063,419.454,714.06793
4152,5274.4676,2541.6277
771,1687.1372,3267.8496
3611,2004.058,2033.4438
8281,2366.919,3873.4512
5917,1709.1086,1677.0713
6884,5816.4288,4019.9429
8513,595.2252,1611.538
5611,4233.1564,4052.8242
210,133.16,678.00134
3291,2770.3938,2553.133
5772,1895.5326,2554.1133
1150,3038.7112,1644.7035
2764,1737.738,1653.0896
4273,1733.0774,1533.0232
2009,1556.6404,5857.6997
7502,1318.284,2042.6322
1645,3057.3536,2800.1025
2923,2428.8384,2511.2273
7386,369.519,291.1097
6396,4287.752,2619.0605
4974,1104.5622,2441.1853
6123,1810.976,2970.6682
5380,2768.3964,3469.869
1143,1593.9252,1963.5829
5787,3866.9664,1956.0526
5258,2299.6732,1626.2792
3125,2603.278,2545.3896
7212,3436.1938,4063.8013
895,527.3136,3870.5842
4962,5834.4054,4079.0405
8347,3072.667,4015.77
3601,2527.3768,1602.6365
5314,750.3566,1635.215
1161,509.337,780.96783
1573,4660.6,4013.76
2476,2332.2974,2293.1052
1893,661.1394,3252.4282
1961,4119.3046,4987.5215
4086,1038.648,2001.6946
2031,2556.672,3616.671
4492,2436.828,1999.5322
4269,4266.4464,4057.9775
7431,3691.1952,2199.7563
378,3251.1014,2868.0688
2577,846.8976,1764.3947
7173,1662.5026,2531.2095
2124,215.7192,266.52582
2111,4633.968,3826.6606
4398,2503.408,2520.163
4944,2175.8344,1946.3168
2108,4729.8432,3078.1653
308,1039.9796,1521.2609
7555,2045.3376,4048.87
1712,3340.3186,1922.3933
3156,1725.7536,3985.2117
3935,551.2824,525.2829
2101,1808.9786,2704.277
7735,4577.375,5181.5522
4606,4660.6,3721.5886
7876,2137.8838,2720.8584
4041,517.3266,878.34143
214,324.9104,480.40567
2797,1496.7184,2970.3792
3875,1906.8512,1969.0394
6455,1458.102,1590.1027
70,3435.528,2863.944
7544,4847.024,4025.5547
5333,4042.7376,2604.8972
2088,101.2016,141.42622
6582,767.0016,920.6431
8483,1612.5676,1956.1378
2065,467.3916,554.25385
3618,918.804,988.4321
5869,2994.7684,2942.5994
1687,649.8208,1315.3801
4149,1725.7536,1000.88654
7369,950.7624,1436.7896
2470,555.2772,512.36127
6847,3537.3954,2500.08
2308,640.4996,720.5539
2071,210.3928,1643.2742
865,2157.192,1937.6239
4337,1323.6104,928.3575
6400,155.7972,144.10735
3916,1023.3346,673.32794
6755,1318.284,1467.8649
613,177.7686,888.3001
467,2067.309,1485.3479
4579,1504.0422,2854.5906
7958,3307.6944,2576.8933
802,331.5684,913.3406
8106,549.9508,688.47003
2620,149.805,391.438
7081,392.822,528.328
3523,545.956,1438.7125
8060,143.8128,345.45264
2500,3057.3536,2539.4292
4074,4207.856,4078.826
5649,1021.3372,886.58325
4231,2348.9424,2975.208
3335,2821.6604,3977.1313
6952,139.818,299.15402
3065,1705.1138,2009.1975
7397,2587.9646,3067.4482
6239,656.4788,682.6347
7945,185.7582,534.7502
3327,2013.3792,1913.7861
1455,5887.6694,3715.43
7895,5100.028,3274.8718
4732,968.739,1023.631
456,9158.079,6280.9883
4674,351.5424,374.5196
8379,2372.9112,2968.3555
23,214.3876,277.19162
5420,3179.195,3512.208
527,323.5788,361.08936
7408,6157.3184,5194.487
479,2205.1296,2969.1885
4968,432.77,522.09863
6898,1151.834,3893.765
2350,197.7426,530.4828
4284,549.285,463.63968
5712,4247.804,2971.213
2446,585.904,1031.5276
3075,6093.4016,3938.5012
3663,774.9912,1034.0891
7029,882.8508,740.10406
51,850.8924,2024.3837
3728,2281.6966,1588.655
3698,209.727,698.1909
4127,299.61,1433.6493
489,37.9506,101.56225
2630,3113.2808,3648.949
3319,2614.5966,2027.4977
3681,1518.024,936.61664
3209,642.497,2019.5204
8043,283.6308,290.16803
2828,905.488,3787.9966
7636,575.2512,699.52966
4540,5303.097,6001.522
3697,2529.3742,1459.3168
3619,1808.9786,2725.444
5143,337.5606,1781.2697
1652,498.0184,686.8347
6393,1070.6064,2869.777
2768,934.7832,811.4393
7162,2061.3168,2887.4316
2194,2579.975,1624.4908
4626,3149.234,2481.327
1089,1006.6896,1722.0184
5914,2343.616,1974.6382
6342,4587.362,2900.1453
7023,5020.132,2971.213
6583,1669.8264,2535.4128
7626,144.4786,298.4095
3759,3006.087,2069.4883
3725,4781.7756,2892.1497
4869,2055.9904,1988.0493
1960,5350.3688,2980.2332
3440,127.1678,280.35434
6609,1829.6184,2365.2715
5038,4795.0916,2980.2332
6855,135.8232,106.68602
2917,1941.4728,1463.6664
6918,1962.7784,2889.967
4676,7741.9224,3751.6023
4637,372.848,247.39618
148,529.311,2765.5007
1800,719.064,463.2769
7921,888.843,427.43097
6459,1767.699,2970.7202
4752,756.3488,735.6156
8314,4853.682,2536.7373
3726,4821.7236,3776.9402
8037,1977.426,2967.4885
6623,1609.9044,1989.6876
2265,1209.7586,1598.9796
5164,3263.7516,2871.335
978,762.341,407.08142
3287,1416.8224,2895.4941
1607,419.454,718.0503
6338,4442.2176,2600.6326
4963,1422.1488,1940.1393
3039,105.8622,105.10084
1515,1245.046,1926.0464
3538,857.5504,684.1808
773,2746.425,1443.1049
891,1043.9744,818.27637
6247,4399.6064,2450.5974
4428,575.2512,709.64136
3651,2763.07,1488.1852
6961,2356.932,2514.9087
2095,1231.73,2027.7815
3559,199.74,578.0643
3088,1686.4714,1452.0494
4624,1534.0032,1680.6865
7053,3219.8088,1989.1758
3351,2886.243,2804.775
6532,3600.6464,3658.908
8123,3150.5656,3170.9587
1891,1068.609,3884.926
7197,2247.7408,2043.1028
1870,1685.8056,2009.8097
5766,243.6828,291.1097
6504,153.134,403.36337
3554,1050.6324,2890.559
7724,1491.392,2975.7827
3862,1691.7978,2493.7676
4084,2543.356,4029.7908
3481,1821.6288,2505.8237
3524,2388.8904,1613.9337
880,1174.4712,1017.18353
1726,1761.7068,1997.6938
1127,6872.3876,5547.253
2875,467.3916,398.03964
2983,4910.275,2811.438
1513,4006.7844,1923.066
1585,1102.5648,1489.9458
878,1054.6272,1477.2037
6085,401.4774,695.0442
6753,4229.1616,4089.6572
5667,2530.04,2008.5865
7771,2388.8904,2541.861
3348,418.1224,545.1004
5880,171.7764,380.8158
2232,3123.9336,2704.5361
1290,4189.2136,2374.9062
283,2277.036,2515.7136
4441,1286.3256,1501.4025
1014,1614.565,1899.3906
3514,1113.2176,1433.2618
8177,1869.5664,3940.858
6999,2094.6068,2644.2927
4257,190.4188,198.53279
1766,3125.931,3993.3247
5731,1342.2528,2835.5278
7222,589.233,2966.3652
2708,4460.1942,3792.5483
675,3896.2616,2885.5427
6433,2354.2688,2500.08
768,1657.842,1769.7534
8178,4013.4424,2974.6252
3956,3214.4824,5405.6484
4807,1874.8928,4016.772
1292,3327.6684,2628.4226
4340,1006.6896,729.8622
2623,1164.4842,1636.4818
5450,858.882,370.3285
6222,1282.3308,2479.7812
3895,183.7608,156.94806
6234,531.3084,570.7549
6345,292.952,692.4931
4513,1090.5804,1434.6053
1343,2021.3688,2970.3792
917,4655.2736,4018.29
5754,1944.136,1605.5814
1237,1379.5376,2899.921
2554,1941.4728,4126.6606
1690,1294.3152,2657.6057
2641,4354.332,5492.572
4341,690.4346,684.7679
2860,4863.0032,3982.2717
3026,838.908,1608.3289
85,2479.4392,2915.6838
4601,3695.19,6282.0493
7726,4637.9628,2883.824
4539,1406.1696,1953.0787
8414,2263.72,1771.8802
2716,4224.501,2546.8206
7546,4277.765,2889.7378
502,527.3136,625.1619
6908,5564.7564,3856.6729
7437,1004.0264,2468.2073
7252,4161.25,4399.0806
4484,1901.5248,2601.5544
7251,2163.1842,4010.0205
8447,7588.1226,3745.7363
5211,2153.1972,2499.7263
3656,2749.754,2979.687
8444,482.0392,3202.0886
864,932.12,1606.013
8005,1910.846,2975.7827
1742,1426.1436,2630.4272
170,2120.573,2738.2605
4404,1927.491,2025.3823
464,4466.1864,2529.4949
3223,2873.5928,3207.5508
2397,1884.8798,1592.6967
557,1747.725,2241.9375
8491,4809.7392,3254.2131
470,3448.844,3920.0845
6359,3010.7476,2906.9937
874,619.194,777.3397
5301,906.8196,3627.3481
3709,8063.5038,6298.589
2340,129.831,102.53046
3856,2014.045,2975.7827
5352,2586.633,3281.2268
2723,5901.6512,5108.8306
3783,4074.696,2845.7007
8511,4207.856,3299.2314
31,2741.7644,1442.8507
5212,1310.2944,1630.4843
3683,3528.74,2898.6294
2059,1826.9552,4024.7205
7327,2684.5056,2493.7676
6200,1057.9562,2520.464
418,844.2344,3975.847
2730,2470.118,4146.889
6196,343.5528,901.3596
5166,2106.5912,2522.2473
984,2182.4924,3062.9932
4070,2117.244,2901.9158
1855,262.3252,298.30783
7716,1797.66,1979.2372
6650,1086.5856,1006.3357
4943,352.874,391.94202
800,1108.557,2020.1215
6405,1191.782,1973.0724
1388,2087.283,1767.3103
3953,3994.8,2599.9607
5384,4012.7766,2984.6257
2029,1347.5792,1019.6894
1448,2647.2208,2594.829
5831,3029.39,1941.5862
5190,4026.7584,3270.9602
6230,2846.295,1943.7767
8197,973.3996,927.26886
7498,433.4358,285.64627
5738,1078.596,1875.9048
5453,179.766,394.87808
4202,322.913,996.5449
5467,3972.8286,2546.8206
3359,463.3968,1103.3943
4026,322.2472,360.12198
6349,3332.329,4039.0916
2784,3487.4604,2008.4288
3101,978.726,1653.1571
287,559.272,708.7469
3277,5753.8436,5567.363
5644,1612.5676,4010.2388
6093,3823.0236,2838.9006
7068,2410.196,2011.8936
912,2665.8632,1914.1654
1746,404.8064,763.4075
2951,2423.512,2550.2302
5799,7425.0016,4675.3555
1854,113.186,277.44788
6969,331.5684,888.967
3055,572.588,389.45416
5565,3555.372,3916.3694
5970,2308.9944,2984.6257
8285,1604.578,2698.5078
559,1966.7732,2048.3093
138,535.3032,1492.2917
6901,2988.1104,4025.5105
8143,2348.9424,2000.3147
137,1314.2892,915.8124
6749,1926.1594,2886.1528
4947,296.281,878.40765
5237,4725.8484,3972.0254
7595,6431.628,5289.327
3302,894.8352,1100.2916
5568,2492.7552,2970.3792
8062,2073.3012,1952.1815
7902,5257.1568,2724.858
4737,1896.1984,1996.8877
2242,984.7182,992.35046
5510,1597.92,2702.8962
863,1707.777,1774.5448
6648,1159.8236,1489.3468
760,5163.9448,2975.9065
6088,5946.9256,3663.0303
6851,1278.336,1478.6858
2703,966.7416,1478.7216
5412,3705.8428,2889.9968
1940,796.2968,2975.208
2873,1657.842,1676.9095
1985,1705.7796,3258.1262
7236,7939.665,4750.6094
3063,3110.6176,2975.208
8172,2396.88,2667.365
5441,1695.1268,1420.7988
1751,6404.996,3796.2983
6780,4566.7222,3643.879
4397,3466.1548,2605.547
900,143.147,406.30188
2724,511.3344,699.1452
393,916.1408,529.5
2707,539.298,875.3563
2735,2656.542,2975.7827
3864,1733.7432,1675.0719
7059,155.1314,392.87695
3429,3418.883,4035.9963
5031,527.3136,451.89676
831,5976.2208,4028.7085
908,657.8104,448.2963
3987,1342.2528,1444.1371
420,291.6204,205.02022
2570,3643.2576,2984.7495
4218,1850.924,2982.9307
5658,1272.3438,910.60547
5525,830.9184,674.5034
194,5070.7328,5144.747
290,569.259,1926.0464
4713,602.549,1748.1268
5856,3488.1262,1942.9933
4045,3089.312,2978.793
3426,2535.3664,2515.6357
6073,2326.971,2505.8237
6351,1800.3232,4069.785
5971,808.947,881.796
4665,2432.8332,2903.1035
7308,1428.141,1999.2544
7617,2625.9152,2557.4062
963,2157.192,1455.1796
7309,193.082,219.9923
5117,2892.901,3283.9944
5953,3383.5956,1649.3613
5857,3515.424,2549.5005
2049,1328.271,2813.937
4655,94.5436,103.23889
6674,125.8362,245.25383
4958,5359.69,3873.7522
7077,736.3748,768.92334
2212,2942.836,1923.0942
6554,3775.086,2959.299
2851,466.06,1503.1248
159,2471.4496,2546.2703
3152,885.514,1013.2991
7350,3950.1914,3672.9824
2400,2336.958,2905.271
1912,860.2136,712.7351
3614,1488.7288,1932.8269
6682,2199.1374,3267.2488
4411,1779.6834,2698.3533
6534,1821.6288,1786.0201
6468,282.2992,1766.4469
2311,231.6984,1433.3542
4456,785.644,688.0158
3353,628.5152,586.2464
9,4710.535,2984.411
5417,2045.3376,2904.0457
1139,2399.5432,3427.943
4472,365.5242,296.25833
2884,3020.0688,3472.2803
1314,739.038,1110.4645
3345,857.5504,1748.9344
227,153.134,371.57657
7240,916.1408,915.1023
3904,2446.815,2733.6748
3586,99.87,674.5034
8209,3075.996,1640.8611
634,2370.248,1944.5637
8346,1596.5884,2126.3467
7927,4837.7028,4013.784
747,2041.3428,2482.63
8468,467.3916,1443.1238
191,4745.8224,4048.0852
6672,2993.4368,2970.3792
6601,319.584,1630.4149
1421,2375.5744,2499.4004
1461,3914.904,2970.3792
530,1960.781,1612.7463
5861,3364.9532,2891.6357
4291,517.3266,396.23325
7924,276.9728,678.2676
7112,1278.336,1820.8439
1460,4247.804,3960.7979
7205,3004.0896,2008.7802
7890,2554.0088,1504.3474
291,3866.9664,4866.1533
3197,3981.484,5739.8633
8488,2756.412,5266.022
4348,2048.6666,1786.2745
1352,2356.932,1929.9585
2529,5972.226,5978.8213
1710,6769.8544,5547.437
2635,5470.8786,4458.6387
4578,1384.864,1627.8909
3363,3572.017,3415.4993
6804,1597.92,1613.1603
4222,3200.5006,4505.695
6472,3202.498,3787.0396
4644,3235.788,1735.3827
6179,555.2772,593.8971
1861,2885.5772,4064.849
3598,218.3824,162.20374
1523,5478.2024,6265.7017
